0.8641,3.8671,248.18
5.5448,511.24,316.36
507.88,1.9479,352.08
4.6953,512,397.89
508.8,507,449.53
1.7193,506.93,224.47
5.6292,5.4637,197.73
2.4728,510.22,154.12
2.8279,2.997,91.626
509.2,506.32,73.234
4.8561,510.03,24.001
2.3485,50.791,126.98
2.889,55.415,147.64
0.52135,49.501,190.02
511.78,48.879,263.55
509.73,49.465,348.04
8.9574,60.607,375.42
0.69798,51.05,447.99
5.4783,56.145,497.51
0.2372,60.189,75.764
9.2298,56.053,26.679
7.4283,49.371,6.094
2.7656,105.06,82.124
508.45,107.31,97.307
504.03,114.51,129.37
507.47,111,157.25
0.2692,104.38,229.04
511.06,109.56,250.68
509.46,106.93,272.66
505.9,108.83,304.54
507.47,104.94,386.02
2.1725,113.01,439.79
510.59,112.76,473.88
506.43,111.37,502.93
4.9144,103.82,58.085
506.07,112.45,29.701
510.25,104.16,10.655
510.05,157.01,396.53
504.02,165.86,472.57
510.24,157.17,500.09
504.06,166.13,502.56
508.32,165.33,304.47
506.73,165.52,269.93
505.83,162.31,244.29
0.19,167.53,232.96
509.94,157.59,166.15
508.17,159.21,149.54
507.7,168.78,30.589
509.3,157.53,25.89
508.95,215.25,333.41
5.89,208.2,388.24
3.2359,212.86,481.13
7.3936,214.79,244.38
511.15,206.07,204.53
510.33,213.88,172
3.3784,218.33,126.13
8.2176,215.86,76.178
3.1179,208.46,56.139
2.4381,217.14,24.459
1.142,265.1,349.97
504.29,257.94,391.33
3.4515,262.66,403.24
510.78,263.22,435.24
1.9084,268.85,475.41
0.68868,261.1,318.26
504.11,265.19,292.28
504.85,264.95,268.58
503.37,260.04,228.81
511.7,261.89,137.61
508.06,260.15,48.058
505.52,261.19,4.1382
9.8102,322.65,139.99
5.7415,319.7,218.07
5.6244,314.96,233.38
5.0227,318.31,250
9.2459,317.51,320.74
7.7747,322.54,336.97
8.6976,313.24,358.03
511.84,321.91,428.54
3.2085,310.52,479.78
2.0894,317.32,107.01
510.43,316.65,83.43
0.90684,319.86,56.354
8.0479,311.73,34.604
0.50278,373.82,77.7
510.9,370.29,152.03
509.69,364.67,217.21
506.91,366.48,238.41
507.17,366.11,337.39
0.93915,366.98,364.42
509.19,373.93,419.87
508.53,373.09,486.23
507.7,370.41,24.256
503.39,428.79,100.97
501.17,429.15,183.65
504.84,428.65,205.94
507.56,423.03,243.32
501.32,423.57,309.32
0.037086,428.43,416.43
509.85,419.14,450.11
509.95,418.71,470.3
0.6264,420.18,504.79
510.1,419.3,6.0747
508.62,477.42,146.19
510.14,477.45,180.99
4.6274,477.89,219.12
3.327,476.44,249.94
5.4041,468.55,280.45
511.3,469.78,308.03
7.7371,473.84,351.94
1.46,475.7,379.48
4.4051,470.46,446.77
4.3246,475.51,484.34
0.23738,473.03,506.48
509.72,469.75,102.35
1.7137,476.2,54.513
21.633,6.0452,56.386
24.125,3.0277,74.425
27.341,509.65,106.03
19.097,1.094,148.59
26.649,0.18988,198.21
26.818,2.6965,259.16
24.828,5.5955,296.59
30.127,7.248,322.3
30.826,7.4407,371.46
28.553,2.2013,416.52
20.45,8.853,467.6
35.794,57.368,107.43
31.171,54.934,130.84
37.609,60.355,147.88
36.909,60.652,212.93
37.513,51.865,235.54
28.737,50.735,302.15
34.316,49.914,343.79
35.918,59.169,428.86
31.135,50.781,493.88
32.976,107.46,234.59
31.252,106.61,245.12
39.207,106.63,273.98
32.352,113.63,299.3
35.579,106.4,345.88
33.981,102.48,390.07
35.979,105.9,399.97
29.806,110.52,436.17
30.619,108.52,461.32
40.829,107.05,481.11
41.224,113.78,206.82
37.558,114.56,164.29
35.71,109.32,141.28
34.496,109.17,124.69
33.026,105.45,62.185
37.524,106.31,26.396
35.478,113.97,8.7914
30.634,158.96,15.454
29.834,159.88,135.83
31.193,160.81,182.66
25.692,157.22,320.5
24.434,153.28,391.99
30.449,154.42,428.3
30.636,160.41,459.85
32.07,156.37,500.2
23.214,206.48,128.78
26.622,215.49,143.18
27.388,210.88,230.75
28.491,213.69,248.65
32.011,210.48,259.19
24.476,215.16,270.52
23.973,212.76,368.21
22.918,212.12,457.75
25.8,214.19,509.89
22.545,208.64,74.194
26.77,203.75,2.1073
42.743,257.96,30.628
41.972,268.37,74.953
41.461,259.44,110.1
42.306,255.7,283.53
38.193,260.33,293.15
34.27,260.56,323.76
34.374,261.21,344.96
35.169,259.19,384.67
34.547,261.53,395.13
33.688,262.94,424.02
39.235,267.38,454.08
29.147,319,243.99
26.836,317.55,291.72
26.304,310.24,387.92
29.066,308.5,119.42
31.467,317.38,114.54
26.355,309.88,101.94
33.903,315.9,62.054
29.742,313.74,51.404
26.13,319.62,21.315
31.657,368.04,101.06
39.513,372.58,175.65
32.963,372.21,203.22
27.287,373.28,279.59
28.703,374.71,309.42
28.404,378.84,330.18
28.924,369.12,361.63
40.353,367.66,426.37
33.267,368.83,68.837
34.571,420.47,189.64
34.337,421.14,278.51
31.686,427.94,331.87
26.908,424.63,372.06
24.903,419.78,450.07
34.707,422.22,490.78
27.02,425.5,501.09
26.83,483.84,136.71
25.399,475.08,164.21
21.367,473.2,270.62
27.065,475.07,413.28
27.665,483.12,448.05
33.246,482.42,476.86
22.698,474.13,507.36
28.82,475.91,68.792
27.897,484.36,4.4172
64.044,501.48,200.6
65.245,511.64,264.59
60.137,511.2,292.26
64.895,510.4,307.93
60.859,505.47,322.29
56.068,504.4,336.42
60.586,505.29,348.63
55.455,504.07,389.11
62.255,507.61,442.15
56.981,503.36,477.76
64.326,503.98,496.18
56.54,0.27206,507.47
57.653,511.06,134.02
66.099,503.82,109.36
58.681,501.35,86.192
54.645,506.06,55.818
55.946,503.9,23.937
54.476,508.54,14.839
68.108,45.661,64.718
59.382,43.246,98.74
67.128,48.333,118.78
63.524,47.443,155.05
59.585,49.363,188.87
63.764,45.246,219.63
65.888,55.428,272.61
67.857,45.792,306.54
60.652,42.348,366.64
66.254,51.692,450.48
64.789,42.373,9.9019
66.325,109.56,96.28
68.895,114.49,114.82
72.163,105.56,263.32
65.764,106.23,282.62
65.092,113.6,302.94
71.526,104.9,423.71
65.241,108.17,457.22
60.602,114.32,494.43
69.571,103.31,45.506
63.94,104.19,7.0247
48.643,158.39,34.644
55.335,162.8,44.424
53.338,156.18,99.302
51.578,158.88,195.46
49.724,163.66,226.94
48.971,164.12,240.08
48.196,161.34,300.26
59.231,164.94,340.02
48.797,154.78,406.91
60.514,158.49,432.18
49.853,159.12,504.33
59.944,209.39,280.98
53.069,210.63,308.06
64.528,210.69,327.4
65.701,203,347.12
56.815,212.11,364.29
57.582,203.73,386.03
54.235,213.48,421.26
59.789,205.09,433.51
60.731,202.37,456.68
60.386,203.28,478.68
54.918,206.4,502.98
55.283,214.19,195.35
65.033,207.45,169.26
57.553,209.84,71.689
54.376,210.01,16.732
68.87,262.99,290.59
70.317,263.76,325
64.855,263.53,374.9
60.422,267.89,404.21
67.126,269.85,416.76
61.266,260.74,425.67
60.581,258.74,434.98
62.94,268.42,487.95
64.277,268.13,259.17
59.772,258.25,252.75
61.001,264,188.24
62.786,258.52,153.06
65.464,266.72,120.45
63.318,261.98,71.176
63.219,260.97,13.276
55.451,318.24,71.414
60.674,315.29,159.14
56.278,319.67,194.33
64.909,319.43,209.81
64.072,317.6,221.61
54.025,322.95,256.19
58.236,325.25,303.79
64.29,315.08,313.02
56.729,313.76,375.19
58.575,318.59,406.58
54.329,317.46,437.59
56.289,318.8,456.91
68.385,377.28,363.49
64.369,378.36,417.66
63.397,372.01,462.01
64.99,369.23,491.5
64.72,374.52,316.84
64.358,368.04,247.4
59.385,378.15,215.25
57.991,372.36,178.34
57.527,367.96,168.89
66.793,368.64,136.49
56.987,366.23,104.23
65.823,370.86,96.832
60.874,366.76,73.591
68.824,371.19,48.396
67.444,410.06,416.46
65.982,410.43,464.63
63.642,420.02,496.54
69.712,412.73,325.18
63.66,417.07,300.5
67.143,412.73,264.86
67.538,410.76,208.88
64.741,413.65,177.03
61.507,411.09,148.18
72.202,411.66,145.44
64.922,421.27,107.06
63.221,420.98,54.926
69.179,415.99,17.904
62.125,465.08,209.44
61.438,467.63,243
59.524,471.79,289.68
59.421,470.28,339.52
64.537,469.95,407.88
60.428,466.53,192.43
59.671,472.77,167.02
61.875,475.07,147.8
63.102,466.22,117.02
60.167,468.69,83.041
55.219,474.32,67.29
62.346,470.51,33.37
56.957,476.43,13.885
89.953,511.41,51.297
89.201,504.85,100.93
84.576,1.5324,149.93
87.905,504.16,278.83
84.022,504.94,296.13
80.062,511.14,305.99
87.558,505.46,329.43
83.714,501.17,353.11
83.065,511.69,381.95
82.731,500.87,417.21
